%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1574829856537084446,11355,1574829856537084446,/map,0.0155593194962,-0.00884299373627,0.00474669933319,0.00747788101496,0.0098659814625,0.0312512572436,0.999434891639
1574829856637103026,11356,1574829856637103026,/map,0.0155548191071,-0.0087917432785,0.00464214468002,0.00788392709665,0.00985302852199,0.0312196368338,0.999432887091
1574829856737102987,11357,1574829856737102987,/map,0.0156351671219,-0.00970676803589,0.0049133439064,0.00463552559168,0.00995660680359,0.0314724649514,0.999444276502
1574829856837102718,11358,1574829856837102718,/map,0.015875377655,-0.0124423332214,0.00548811435699,-0.00130560444122,0.0103086269748,0.0321490209231,0.99942907105
1574829856937103536,11359,1574829856937103536,/map,0.0164588127136,-0.017334028244,0.00634252691269,-0.00453632546292,0.0109948144041,0.033652083119,0.999362833564
1574829857037103415,11360,1574829857037103415,/map,0.0172618274689,-0.0236993808746,0.00666451644897,-0.00650114661223,0.0111850938998,0.0362036021136,0.999260690691
1574829857137104053,11361,1574829857137104053,/map,0.018376871109,-0.0314958553314,0.00733766794205,-0.00754682667739,0.00723160166445,0.0434295647151,0.999001812938
1574829857237082381,11362,1574829857237082381,/map,0.0194945011139,-0.0398930206299,0.00811371326447,-0.00718875351735,0.00493086641835,0.0447659184993,0.998959469108
1574829857337105130,11363,1574829857337105130,/map,0.020574005127,-0.0475964279175,0.00962898921967,-0.00695466173515,0.00584652516644,0.0347093892066,0.999356147289
1574829857437098531,11364,1574829857437098531,/map,0.0211808185577,-0.0539655952454,0.0106345863342,-0.00357581849202,0.00660878111952,0.030247564959,0.99951419317
1574829857537083976,11365,1574829857537083976,/map,0.021689414978,-0.0593038711548,0.0107911987305,-0.00027880860855,0.00584423769846,0.025690306629,0.999652827384
1574829857637130193,11366,1574829857637130193,/map,0.0222261066437,-0.0649370269775,0.0105216655731,-0.000366760213137,0.00444739017159,0.0275535065653,0.999610369336
1574829857737074769,11367,1574829857737074769,/map,0.0227187652588,-0.0711510238647,0.0101722021103,0.000587088856323,0.00241379189958,0.0282450979898,0.999597940862
1574829857837075321,11368,1574829857837075321,/map,0.023206861496,-0.0762965393066,0.00872508621216,0.00286888871934,0.00238018027634,0.0227914238163,0.999733292043
1574829857937110532,11369,1574829857937110532,/map,0.0236088943481,-0.0805347595215,0.00764577054977,0.007604895411,0.00320348511491,0.0166993850847,0.999826501843
1574829858037108036,11370,1574829858037108036,/map,0.0238693008423,-0.084385345459,0.00734386062622,0.00652549115888,0.00167864659893,0.013042511946,0.99989224069
1574829858137090455,11371,1574829858137090455,/map,0.0234522132874,-0.0866894683838,0.00630507040024,0.0126206821109,0.00156824061567,0.011053482374,0.999858029688
1574829858237104866,11372,1574829858237104866,/map,0.0226568851471,-0.0884597473145,0.00560735607147,0.0150443366018,0.00262889404597,0.0113222400024,0.999819265534
1574829858337106404,11373,1574829858337106404,/map,0.0213093490601,-0.0901780090332,0.00629005670547,0.0160796363979,0.0036815520965,0.0118450185857,0.999793772236
1574829858437082534,11374,1574829858437082534,/map,0.0181950149536,-0.0915123596191,0.00845428943634,0.0256345761216,0.00364243379861,0.011646190853,0.999596902467
1574829858537107275,11375,1574829858537107275,/map,0.0173410263062,-0.0915850296021,0.0085067243576,0.0346625132481,0.00452824267956,0.010465214979,0.99933402047
1574829858637082780,11376,1574829858637082780,/map,0.0173415718079,-0.0915932006836,0.00845293521881,0.0383952609182,0.00540635410315,0.0104645445389,0.999193208835
1574829858737103481,11377,1574829858737103481,/map,0.017659734726,-0.0915349731445,0.00840185928345,0.0393842677862,0.00635363216205,0.00915792641371,0.99916197045
1574829858837124736,11378,1574829858837124736,/map,0.0194222373962,-0.0906883468628,0.00685038375854,0.0442372604505,0.00884685346077,0.00332726716613,0.998976339692
1574829858937103927,11379,1574829858937103927,/map,0.0213064079285,-0.0863048324585,0.00540205287933,0.0544999743745,0.00672491123145,-0.00650780307285,0.998469917855
1574829859037083183,11380,1574829859037083183,/map,0.0200158061981,-0.0769484863281,0.00436656141281,0.0622586810502,0.000954913187878,-0.0215961289182,0.997825912667
1574829859137103828,11381,1574829859137103828,/map,0.0175867424011,-0.0662079772949,0.00541526079178,0.0568366359212,0.00553851394367,-0.0300620766847,0.997915423884
1574829859237103560,11382,1574829859237103560,/map,0.0166704597473,-0.0539873428345,0.00535690450668,0.0533588648095,0.0101784021608,-0.037850997004,0.997805859725
1574829859337082679,11383,1574829859337082679,/map,0.0157475309372,-0.0405260467529,0.0037899119854,0.0511986653772,0.0165127418797,-0.0447529549575,0.997548594827
1574829859437102541,11384,1574829859437102541,/map,0.0144685401917,-0.0278660297394,0.00413738012314,0.0419546302218,0.0194937238745,-0.0449236800401,0.997918667379
1574829859537083287,11385,1574829859537083287,/map,0.0135065145493,-0.0148194494247,0.00353133678436,0.0387858329896,0.0219981298523,-0.0463961671415,0.997927420766
1574829859637083565,11386,1574829859637083565,/map,0.0123860149384,-0.00249719715118,0.00158044886589,0.037002170376,0.0232293267735,-0.0480504663229,0.997888966995
1574829859737083355,11387,1574829859737083355,/map,0.0114236946106,0.00895913028717,-0.00113875830173,0.0352668764458,0.0250985886756,-0.0479846184225,0.997909707673
1574829859837105150,11388,1574829859837105150,/map,0.0104291553497,0.0202740497589,-0.00287520933151,0.0334194313378,0.028288480844,-0.0466689719149,0.997950354738
1574829859937082931,11389,1574829859937082931,/map,0.0093900308609,0.031824048996,-0.00408717346191,0.0345280142717,0.0324504112735,-0.0462868869447,0.997803743797
1574829860037083401,11390,1574829860037083401,/map,0.00831252002716,0.0429724464417,-0.00545677947998,0.0316705981314,0.0345966639385,-0.0463249311197,0.997824656348
1574829860137075339,11391,1574829860137075339,/map,0.00777652406693,0.0510568733215,-0.00569864034653,0.0234095337697,0.0360879656146,-0.0465408202079,0.997989781772
1574829860237104955,11392,1574829860237104955,/map,0.00738869142532,0.0569065437317,-0.0060184841156,0.0213994545558,0.0378766606211,-0.0461670071852,0.997985986561
1574829860337083747,11393,1574829860337083747,/map,0.00702980279922,0.0616550216675,-0.00647318840027,0.0187127293456,0.0382092482057,-0.0460535615843,0.998032542845
1574829860437083935,11394,1574829860437083935,/map,0.00666598939896,0.0665386657715,-0.00715703582764,0.0176580844949,0.0379848458072,-0.0458435801304,0.998069992386
1574829860537103623,11395,1574829860537103623,/map,0.00623994016647,0.0718283081055,-0.00738306522369,0.0159445218419,0.0381554929924,-0.0456695722917,0.998100305953
1574829860637082925,11396,1574829860637082925,/map,0.00591525888443,0.0762624435425,-0.00767697429657,0.00905780273105,0.0370238981701,-0.0452035212046,0.998250383844
1574829860737103463,11397,1574829860737103463,/map,0.00580227804184,0.0780213088989,-0.00782521867752,0.000660562849867,0.0366555155263,-0.044835899816,0.998321430665
1574829860837086812,11398,1574829860837086812,/map,0.00579879665375,0.0780755004883,-0.00782713365555,-0.00618441950501,0.0369897380155,-0.0446025779433,0.998300617188
1574829860937083879,11399,1574829860937083879,/map,0.00579798555374,0.0780881271362,-0.00786403894424,-0.0078716493733,0.0369183905763,-0.0438982216909,0.998322601019
1574829861037103972,11400,1574829861037103972,/map,0.00579798555374,0.0780881271362,-0.00786403894424,-0.00914786130781,0.0368621054583,-0.0438502887981,0.998315908912
1574829861137125052,11401,1574829861137125052,/map,0.00583708572388,0.0774794235229,-0.00780485296249,-0.011618042966,0.0373913823944,-0.0438014460223,0.998272677642
1574829861237083672,11402,1574829861237083672,/map,0.00611597919464,0.0737457885742,-0.00760404872894,-0.0218603256756,0.0371242012044,-0.0442043428605,0.998093129882
1574829861337104320,11403,1574829861337104320,/map,0.00645041322708,0.0685726394653,-0.00719055747986,-0.0258741350419,0.0369289922061,-0.0442716689109,0.998001401804
1574829861437084312,11404,1574829861437084312,/map,0.00690284109116,0.0615743179321,-0.00621139526367,-0.0250586343095,0.0362982908016,-0.0445246457423,0.998034095035
1574829861537107533,11405,1574829861537107533,/map,0.00751256990433,0.0521428108215,-0.00447067117691,-0.0242585148573,0.0356451640766,-0.0447859140201,0.998065713588
1574829861637090424,11406,1574829861637090424,/map,0.0083535118103,0.040764705658,-0.00241684031487,-0.0258361645466,0.0358962576983,-0.0450721283511,0.998004235728
