%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1574829936237082947,12152,1574829936237082947,/map,0.013922129631,0.0241070213318,-0.0230109519958,-0.0553261353653,0.0151091033974,-0.649005969693,0.75861847133
1574829936337102996,12153,1574829936337102996,/map,0.0141681137085,0.0240409622192,-0.0228767433167,-0.0672557104079,0.0286396540633,-0.652368655285,0.754368329951
1574829936437102423,12154,1574829936437102423,/map,0.0174154109955,0.0245013885498,-0.0229086799622,-0.0977357876659,0.0658705766742,-0.656519370231,0.745044360726
1574829936537103721,12155,1574829936537103721,/map,0.0201402683258,0.0248050785065,-0.0228927230835,-0.136097517222,0.113396022947,-0.662068116305,0.728206438558
1574829936637116330,12156,1574829936637116330,/map,0.0207818908691,0.024949048996,-0.0229086799622,-0.18716281135,0.171437221414,-0.665972982474,0.701469420414
1574829936737103535,12157,1574829936737103535,/map,0.0207033233643,0.0250761585236,-0.0228973865509,-0.245823997462,0.230401353753,-0.664560595707,0.666967010499
1574829936837104286,12158,1574829936837104286,/map,0.020757478714,0.0251175079346,-0.0228542518616,-0.302516544056,0.288481822991,-0.634973080664,0.649670043336
1574829936937105404,12159,1574829936937105404,/map,0.0206679725647,0.0253207893372,-0.0224937553406,-0.343508781382,0.341831207064,-0.590932109932,0.644943706413
1574829937037126950,12160,1574829937037126950,/map,0.0207124385834,0.0254282913208,-0.0223647613525,-0.381257493537,0.394995050159,-0.560698190065,0.619870287745
1574829937137103802,12161,1574829937137103802,/map,0.0208989601135,0.0257935695648,-0.0219356689453,-0.412111158893,0.445436116725,-0.534345806557,0.588409396294
1574829937237102919,12162,1574829937237102919,/map,0.0203226070404,0.0268890304565,-0.0203863792419,-0.432023027755,0.480463750562,-0.514544460994,0.563697335052
1574829937337103466,12163,1574829937337103466,/map,0.0200636539459,0.0270406837463,-0.0199157028198,-0.445578004449,0.498528585633,-0.501384756829,0.549129144079
1574829937437103823,12164,1574829937437103823,/map,0.0202021770477,0.0260650634766,-0.0196076755524,-0.449657866827,0.499927252541,-0.493381306434,0.551774801372
1574829937537107205,12165,1574829937537107205,/map,0.0216442737579,0.0260153827667,-0.0195253486633,-0.440633500962,0.481017258178,-0.496570046368,0.572610429712
1574829937637082458,12166,1574829937637082458,/map,0.0234959430695,0.027149766922,-0.0197869377136,-0.415072122643,0.438596198996,-0.508327241617,0.613964105352
1574829937737091724,12167,1574829937737091724,/map,0.0242130451202,0.0267975749969,-0.0196404590607,-0.379454656861,0.372303268859,-0.524463784782,0.6650880978
1574829937837082136,12168,1574829937837082136,/map,0.0245857620239,0.0249734077454,-0.0190374641418,-0.33200739636,0.298388710303,-0.542271388155,0.711812480865
1574829937937103194,12169,1574829937937103194,/map,0.02524426651,0.0207689380646,-0.0175436782837,-0.272947348303,0.224389525817,-0.559127202542,0.750017237892
1574829938037103989,12170,1574829938037103989,/map,0.0254840583801,0.0171229763031,-0.0163618240356,-0.211760009222,0.139724632132,-0.564995430261,0.785120939381
1574829938137104032,12171,1574829938137104032,/map,0.0235748634338,0.0141728639603,-0.0152791633606,-0.143169600829,0.0251387068865,-0.563821856704,0.813003951231
1574829938237082645,12172,1574829938237082645,/map,0.0211466312408,0.0125129165649,-0.0147171573639,-0.0742200185961,-0.0888475680093,-0.562678569646,0.818529367683
1574829938337075184,12173,1574829938337075184,/map,0.0158949041367,0.012390411377,-0.0149349384308,-0.00700504064846,-0.18587315276,-0.565689053227,0.803366663204
1574829938437102635,12174,1574829938437102635,/map,0.00923839378357,0.0177536792755,-0.0173312034607,0.0596436180662,-0.251327946608,-0.573682903119,0.777280405482
1574829938537082491,12175,1574829938537082491,/map,0.00855559158325,0.0240296268463,-0.0195447597504,0.124654345354,-0.308356518181,-0.573078544108,0.748971651107
1574829938637103079,12176,1574829938637103079,/map,0.009077876091,0.0279300746918,-0.0206236286163,0.177599802931,-0.356447955083,-0.561718516413,0.725172719864
1574829938737103104,12177,1574829938737103104,/map,0.00972805690765,0.0302284393311,-0.0212559318542,0.226380370383,-0.407279176247,-0.545890620656,0.696332557605
1574829938837082783,12178,1574829938837082783,/map,0.0111258420944,0.0320001487732,-0.0225128898621,0.268916418426,-0.454124641858,-0.525327847125,0.667446943654
1574829938937116743,12179,1574829938937116743,/map,0.0109740152359,0.0324824295044,-0.0226877441406,0.293803264451,-0.496286651764,-0.504493189483,0.642546358518
1574829939037083322,12180,1574829939037083322,/map,0.0107023057938,0.0344745025635,-0.0231712207794,0.300044831954,-0.516320257466,-0.497603449509,0.629108335332
1574829939137104163,12181,1574829939137104163,/map,0.0106422157288,0.0352261772156,-0.0237959632874,0.285053538517,-0.506236409171,-0.506552908603,0.637081885627
1574829939237105284,12182,1574829939237105284,/map,0.0122836828232,0.0365499801636,-0.0253010025024,0.244929455331,-0.462257644954,-0.537438132264,0.661428518875
1574829939337074845,12183,1574829939337074845,/map,0.0163418998718,0.0369914207458,-0.0253010025024,0.185182219358,-0.415634707863,-0.566407651866,0.687122774445
1574829939437103653,12184,1574829939437103653,/map,0.016902256012,0.0369014472961,-0.0252677249908,0.119040637845,-0.362205265271,-0.593062126399,0.709164287442
1574829939537108018,12185,1574829939537108018,/map,0.0170045337677,0.0356747741699,-0.0252557525635,0.0422986650023,-0.290412072314,-0.61542017398,0.731525570744
1574829939637086819,12186,1574829939637086819,/map,0.0165299701691,0.0332123527527,-0.0247137756348,-0.0584220863477,-0.213515566985,-0.63170128145,0.742934353423
1574829939737083162,12187,1574829939737083162,/map,0.0170249061584,0.0310404624939,-0.0241685638428,-0.189470476199,-0.130181826341,-0.634100444878,0.738288735214
1574829939837056474,12188,1574829939837056474,/map,0.0173590946198,0.0283451538086,-0.0233405857086,-0.329730228233,-0.080579546002,-0.621177306298,0.706345289144
1574829939937106338,12189,1574829939937106338,/map,0.0179808254242,0.0257326221466,-0.022249622345,-0.465075136109,-0.0555650271899,-0.610831688772,0.63835906316
